c1_character,c2_capacity,c3_capital,c4_collateral,c5_conditions,composite_score,c1_flag_count,c2_flag_count,dscr,gearing_ratio,gst_bank_match_pct,revenue_growth_3yr,has_din_disqualification,has_undisclosed_litigation,has_going_concern,is_npa
72.5551375900821,89.34391679645529,77.89472116237455,58.29620717606773,89.14678230728646,80.58181089765958,0,0,2.962564329478294,1.6363093189708215,78.20284081688865,0.18511578136867013,0,0,0,0
64.08954887139107,77.18339148063339,52.55269024416701,83.96709101974037,77.10825396927227,72.66088399263039,0,0,2.955697415192091,0.9026941458207762,99.26745060987258,0.3179363363966593,0,0,0,0
40.73720289591046,44.79048623631269,58.7003892973684,38.03301432552608,36.670686771569095,45.329639336654395,1,0,0.8521668584568559,2.568414077252857,35.84646774009622,-0.08107376844351658,1,0,0,1
87.19057429987208,70.49913516120698,61.53312415720976,78.88734263912414,59.89133692632584,72.02732142263896,0,0,1.6997934555689937,0.3125158585767094,94.67310943755346,0.24945525697760962,0,0,0,0
15.153853309118805,41.736118471618866,38.8438482457253,47.60944425924755,54.424948583721154,36.52634684120094,2,1,0.9760387400004431,3.6607382019739876,55.16432223354361,-0.12401247548434696,1,1,1,1
64.35757943461363,57.33210966756264,61.25535568087986,65.27578152183392,78.16707801544132,62.20398153497011,0,1,2.503322342767876,1.632626955480903,91.60783850818468,0.17191605843202115,0,0,1,0
73.4750892100555,61.45087116134407,70.04179100413454,60.33092359496089,79.37121312772076,64.32186785049709,1,0,2.2538516200415692,0.9477360843640201,82.53780222869692,0.23908477793566651,0,1,0,0
82.98828535242998,65.63479845838079,88.76705509390897,82.25628163880282,80.09115662056485,78.92614793652196,0,0,2.2610633798235247,0.7628106551367704,77.40977405383748,0.32078071896315247,0,0,0,0
48.5476427841569,45.340781193408404,48.77851823803747,42.28372159100415,48.22889783160994,47.40617006857772,2,1,0.9380734766845517,3.94953980466446,33.79999445129501,-0.0960481494573476,1,1,1,1
36.44400574799704,21.823718741475446,57.004804735071886,48.2424455880158,35.60914120406767,46.15982840573459,1,0,0.9431866186110626,2.0684116130890926,73.13516459586504,-0.07942414076427495,0,1,0,1
77.86912209504301,73.93957604227815,60.679026523675745,66.60491490698932,73.22353408650382,69.93541997782381,0,0,2.237550785686355,0.3367405357965617,95.65729810485894,0.31884823155193,0,0,0,0
39.67401856113558,44.0797845714753,50.74589967670628,29.30963783823586,61.22053303119235,45.53302487262157,0,1,0.6726604931711606,2.1122376685285396,54.968361122616756,-0.10726942903439032,0,0,1,1
33.17757081542715,25.23860362270411,57.44174280195853,31.584312703280727,22.020977872654804,36.919200764003904,0,0,0.8263227950022785,4.977126692167511,70.12547698147114,-0.012847995135762708,0,0,0,1
81.46645052671045,69.94630915494841,53.77866672246061,81.13763639721591,64.18611805730026,68.74230742557397,0,0,3.3578295887010032,0.7096499775096641,78.06894831028715,0.2993338016374718,0,0,0,0
44.98321772085299,53.873057042438695,40.02964744809369,30.75590010205003,20.627132946869068,38.99160487446958,0,0,0.6722420224991414,2.395466653359563,60.49464031257858,-0.16954187384286723,0,0,0,1
83.61628518463206,84.55936015662166,55.24231006229253,59.33138312776206,87.46468928522776,74.49939495592209,0,0,2.1445509361061164,0.8116127760275975,87.21460113378834,0.24885926382907475,0,0,0,0
80.35900446724341,59.23589615003013,55.613583882556505,69.66900117607064,88.81811692501137,66.8309179586878,1,0,2.5910957447773386,1.8861394767203592,95.10902289032427,0.19021448046658745,0,1,0,0
64.30562967865734,76.23078362396214,74.24063282800043,85.3708633821604,76.1087505068554,70.90451741434858,0,0,2.178286030865781,0.9361128737922106,85.64705215933775,0.24557930767399228,0,0,0,0
87.66275053695642,59.211123194165,52.662354278207125,75.80517823147582,60.11606354674444,64.62633231007933,0,0,3.105494428526768,0.8275689456709265,78.59679832427857,0.326291141746235,0,0,0,0
12.492793412391705,21.98565883743411,22.135277305087016,48.64575264443885,50.632153705977785,36.27380508937111,1,1,0.7952228426240212,2.9539732908561485,52.70368066600035,0.01875123555865213,0,1,1,1
35.70546932842477,31.650497028127692,21.97016479710376,39.94456553838286,43.56888269229367,30.73155048377257,1,0,0.576253927177787,4.500375661365679,32.33828399092969,0.03121046725451551,1,0,0,1
86.17910163085315,80.69933103982191,81.15985418312516,59.709327294460145,73.76238125816731,71.97649108440163,0,0,2.4070014579284322,1.757872645008348,86.5699841398379,0.16552684883010604,0,0,0,0
64.30279762115495,69.70047240460512,64.6556979930499,66.46234475443909,68.28124279044252,72.0365926340632,0,0,2.792922527275877,0.8046900067711851,98.72144816788351,0.32490440586145336,0,0,0,0
